EpLenMean,EpRewMean,loss_kl,ev_tdlam_before,TimeElapsed,loss_ent,loss_pol_entpen,EpExecMean,TimestepsSoFar,EpThisIter,EpisodesSoFar,loss_vf_loss,loss_pol_surr
4.13,75.16787436376309,0.02772938,0.8221700936555862,42199.884551763535,2.5372314,-0.07611694,0.02073023395,25768,39,4609,143.51295,-0.03265568
4.13,75.16787436376309,0.043188717,-0.23837459087371826,42238.83683991432,4.153519,-0.124605566,0.02073023395,25768,0,4609,14.453565,-0.02267779
4.13,75.16787436376309,0.07025476,0.17741280794143677,42261.350989580154,4.1096888,-0.12329066,0.02073023395,25768,0,4609,30.99187,-0.02235683
4.13,75.16787436376309,0.04383355,-0.10554611682891846,42271.0712928772,4.0797305,-0.12239191,0.02073023395,25768,0,4609,67.378426,-0.02224018
4.13,75.16787436376309,0.0446024,0.38188862800598145,42312.43534564972,4.0611577,-0.121834725,0.02073023395,25768,0,4609,58.223557,-0.021392312
4.13,75.16787436376309,0.07294782,0.16765093803405762,42332.166835308075,4.0223002,-0.12066901,0.02073023395,25768,0,4609,55.479046,-0.028735757
4.13,75.16787436376309,0.041293237,-0.0322338342666626,42333.39042711258,4.0068765,-0.12020629,0.02073023395,25768,0,4609,71.03288,-0.01664267
4.13,75.16787436376309,0.03223838,-0.011975407600402832,42334.90457868576,4.0194397,-0.12058319,0.02073023395,25768,0,4609,65.03661,-0.019719932
4.13,75.16787436376309,0.03421503,-0.012433052062988281,42336.0255548954,3.9978242,-0.11993472,0.02073023395,25768,0,4609,60.600792,-0.016852906
4.13,75.16787436376309,0.037295997,-0.012207984924316406,42337.40446448326,3.984644,-0.11953931,0.02073023395,25768,0,4609,56.534042,-0.018755056
30.52,48.337289937717784,0.024880571,0.7642064988613129,42369.997426748276,3.9331856,-0.11799556,0.020707551590000005,28412,2,4611,118.049934,-0.022326846
31.37,47.19335196611283,0.021240827,0.7469925284385681,42778.11343216896,2.623968,-0.078719035,0.03283061345,28669,44,4655,116.248535,-0.032353282
32.37,48.31716769777524,0.029501878,0.9233610183000565,43208.05014061928,3.013935,-0.09041805,0.032106656860000006,28923,40,4695,5.4080706,-0.024941627
5.44,74.86459049804085,0.036217973,0.9947520568966866,43708.500671863556,2.8094356,-0.08428307,0.01788537293,29183,52,4747,9.019132,-0.03680759
4.82,75.60415285892772,0.040508468,0.9503278769552708,44243.81814074516,2.66343,-0.079902895,0.02303109498,29439,54,4801,61.50194,-0.01914464
4.52,80.24634857158676,0.024709322,0.9593845643103123,44766.77632546425,2.5364537,-0.076093614,0.02770631102,29696,54,4855,39.670673,-0.022314955
4.81,71.57576725818713,0.02542436,0.8539431989192963,45245.76389193535,2.6275854,-0.07882756,0.02693289355,29952,55,4910,44.814804,-0.027829649
3.96,76.46986001757833,0.011028109,0.9449253715574741,45863.64902830124,2.434844,-0.07304532,0.04280683737,30207,75,4985,56.909836,-0.02217269
3.37,78.12860761086928,0.045401108,0.8787940591573715,46444.189202308655,2.348147,-0.070444405,0.035848378539999996,30462,69,5054,134.51382,-0.018954324
3.84,76.07761090394581,0.013392207,0.8818301782011986,47014.58462166786,2.4313338,-0.07294001,0.04908161994,30719,65,5119,178.55139,-0.01855571
3.85,82.34615758991693,0.009409466,0.9846843825653195,47641.7156624794,2.401042,-0.07203126,0.03098623301,30975,66,5185,22.526379,-0.019838633
4.02,76.01461443528149,0.022881003,0.8824818134307861,48185.79590344429,2.296073,-0.06888218,0.026646494740000005,31231,62,5247,153.70245,-0.028317887
4.13,74.06024739194112,0.010869765,0.9169605374336243,48812.44927859306,2.347632,-0.07042896,0.029307562839999995,31487,67,5314,97.58278,-0.024052784
3.71,79.27060271153107,0.05984098,0.9221732467412949,49481.974534511566,2.411616,-0.07234848,0.02051140861,31742,71,5385,133.24463,-0.015746586
3.79,80.60045331841489,0.014184842,0.9305658936500549,50085.82983160019,2.7181015,-0.08154304,0.015709605890000002,31997,62,5447,82.03673,-0.0116380295
4.6,79.85175623743743,0.015990455,0.9446370787918568,50600.27215027809,2.6283052,-0.07884915,0.01233995743,32256,53,5500,74.45032,-0.005026871
4.86,83.59788911242083,0.0065767374,0.9420728534460068,51200.97805786133,2.6433086,-0.07929925,0.0193171485,32511,55,5555,60.11561,-0.004713064
4.44,84.05816010124104,0.01276517,0.9777052272111177,51854.99231147766,2.4749174,-0.074247524,0.0183757914,32767,57,5612,27.460743,-0.017164549
4.23,79.05550191710152,0.013381906,0.9981392596382648,52572.29527902603,2.486636,-0.07459907,0.013362355049999998,33018,62,5674,2.4357848,-0.023707222
4.21,80.3675789503444,0.01285207,0.9542136341333389,53201.00317072868,2.5392108,-0.076176316,0.018616149409999998,33280,62,5736,68.55917,-0.0047365893
4.52,78.01304791863457,0.013973938,0.8040938526391983,53735.36821269989,2.5558012,-0.07667403,0.021894883380000004,33530,51,5787,215.08632,-0.008763015
4.53,75.41411695129842,0.007885806,0.9283843114972115,54327.94216156006,2.5663874,-0.07699162,0.02308168102,33792,59,5846,101.43236,-0.008711396
4.06,75.42076908509132,0.008731842,0.9159820675849915,55002.192764520645,2.5241208,-0.07572362,0.01718160112,34043,64,5910,128.01564,-0.015040372
4.39,83.42613168516891,0.008273751,0.8217376917600632,55441.376737356186,2.4421952,-0.07326585,0.01633402757,34261,45,5955,155.14676,-0.02028938
4.89,81.22070679983516,0.007695372,0.9324546530842781,56121.36364555359,2.5978322,-0.07793497,0.025634088729999994,34556,61,6016,89.82774,-0.015420029
4.61,78.09565145177302,0.00995745,0.9072386026382446,56663.47243857384,2.5021732,-0.075065196,0.01984723961,34813,49,6065,128.58803,-0.018782154
5.42,73.51588732670763,0.006613653,0.8270161598920822,57087.44143652916,2.5434413,-0.076303236,0.015215552109999999,35066,41,6106,216.6853,-0.03017519
4.95,73.81174066399235,0.0055338657,0.9718214869499207,57779.447526454926,2.4572175,-0.07371652,0.015036339480000003,35324,61,6167,46.133034,-0.01330564
3.76,78.72114055770827,0.0038905542,0.938033401966095,58503.63448762894,2.4570823,-0.073712476,0.017179675550000002,35584,69,6236,107.00844,-0.01667831
4.21,77.74201093886946,0.0064181946,0.8840081691741943,59006.58612155914,2.3801694,-0.071405075,0.015056795889999999,35839,53,6289,170.70135,-0.022720259
4.52,77.6456353072702,0.0023356043,0.9659624844789505,59690.24089574814,2.3736515,-0.07120954,0.014499762090000002,36092,65,6354,57.026794,-0.016484499
4.02,79.37764605597852,0.006981207,0.984180361032486,60332.887092113495,2.3555179,-0.07066554,0.011611077799999998,36352,64,6418,23.586561,-0.016711976
3.82,73.50701960223456,0.0054615843,0.92612474411726,61030.67594099045,2.4323523,-0.07297057,0.018012708139999997,36607,69,6487,119.98187,-0.01643847
3.4,79.11688103476173,0.0023848293,0.9521028101444244,61676.6094994545,2.3322666,-0.06996799,0.01585300333,36846,72,6559,82.05855,-0.002903344
3.66,74.57874241640997,0.0075802435,0.9692535195499659,62335.216888189316,2.487318,-0.07461955,0.01956188492,37119,72,6631,50.44049,-0.014705047
4.22,76.10122424360472,0.004304374,0.9034229516983032,62843.14183449745,2.603945,-0.078118354,0.020622526080000002,37372,55,6686,131.17705,-0.008462161
5.17,75.87541763910899,0.007992404,0.846355527639389,63293.30226683617,2.4292145,-0.07287643,0.0180791021,37631,44,6730,209.78555,-0.02317539
4.91,75.37934632029464,0.00534642,0.9173005446791649,63870.59875392914,2.5229583,-0.07568874,0.026135938789999993,37887,62,6792,113.16994,-0.015221914
4.25,73.28017019621943,0.0037476132,0.9172004610300064,64434.62773561478,2.364339,-0.07093017,0.0251178044,38121,57,6849,108.97165,-0.008602708
4.47,70.01339301507555,0.007889893,0.9175204262137413,64989.61097741127,2.3989694,-0.07196908,0.02644634078,38399,61,6910,57.4361,-0.025490118
3.74,75.38681145014087,0.00256268,0.9476908184587955,65688.47364926338,2.3574486,-0.07072346,0.019133632900000003,38654,64,6974,88.19527,-0.013754746
3.99,83.31597864785668,0.0071747485,0.9697273261845112,66329.38248109818,2.3789935,-0.071369804,0.01181978658,38911,68,7042,50.096104,-0.0114798
3.92,81.8880965184094,0.004149278,0.9798747692257166,66893.68368625641,2.405884,-0.07217652,0.016085192820000004,39158,62,7104,32.038223,-0.017710296
3.95,76.7663294899089,0.0027487918,0.968852311372757,67543.1795759201,2.3043017,-0.06912904,0.01164774164,39414,68,7172,47.815643,-0.012368023
3.89,75.56133515996649,0.0034911763,0.9756241515278816,68165.48529314995,2.2420168,-0.067260504,0.01261112673,39672,66,7238,36.142033,-0.015042861
3.43,84.93636099224412,0.0064767655,0.9564473032951355,68880.03125452995,2.2150018,-0.06645005,0.01582686669,39936,77,7315,84.75256,-0.010581758
3.5,85.58420493820411,0.0020462973,0.9341908767819405,69470.14147639275,2.3712382,-0.071137145,0.012758565159999999,40184,67,7382,113.51583,-0.011073183
4.23,85.05115967448027,0.0022535087,0.9645874164998531,70136.26243782043,2.3456182,-0.07036854,0.01530312344,40448,62,7444,54.133663,-0.009734143
3.94,84.96979220694843,0.004052183,0.8771000131964684,70796.46691703796,2.4231293,-0.07269388,0.01594720739,40702,67,7511,215.71086,-0.010256445
3.64,80.31109720477595,0.0032807796,0.9662678018212318,71469.9865899086,2.4314742,-0.072944224,0.0191780023,40955,72,7583,54.659744,-0.009216774
3.57,69.46405335643625,0.0031083208,0.9826509915292263,72175.37234640121,2.489446,-0.074683376,0.013631183810000003,41213,66,7649,22.214985,-0.009523118
3.88,78.19185932143314,0.003558192,0.9345594421029091,72818.51310825348,2.5489454,-0.07646836,0.014871871620000001,41472,71,7720,112.79288,-0.0029865094
3.99,81.11065411343962,0.0036774257,0.8661045432090759,73393.29941534996,2.7065487,-0.081196465,0.02074225079,41701,56,7776,199.58524,-0.010004537
4.35,79.62460485213919,0.003791212,0.9371085092425346,74076.12322187424,2.772245,-0.083167344,0.022356739660000003,41980,63,7839,101.648544,-0.0059320424
4.35,77.06603845769294,0.0020380164,0.946743831038475,74672.18803334236,2.7237515,-0.081712544,0.02455316001,42236,56,7895,40.80758,-0.01379887
4.22,80.1326044647497,0.0035299072,0.9748159162700176,75375.89212799072,2.6475363,-0.079426095,0.01805943618,42493,68,7963,42.958923,-0.0069216583
4.23,77.5091071893454,0.0017916796,0.9356623589992523,75984.71167135239,2.688116,-0.080643475,0.02535004414,42752,59,8022,91.93469,-0.010736419
4.2,81.57517649201634,0.00092751294,0.9627915844321251,76613.80901288986,2.669305,-0.080079146,0.023597147360000004,43006,56,8078,59.93392,-0.0035620257
3.92,78.38280903283028,0.002196706,0.9949133223854005,77326.08869194984,2.577883,-0.07733648,0.014088078469999998,43264,71,8149,8.099649,-0.011724584
4.09,70.84783462346934,0.0012802993,0.9649905189871788,77932.72415542603,2.6478128,-0.07943438,0.01814531298,43517,57,8206,50.406673,-0.0055646636
4.2,75.53940140490907,0.0015559185,0.954018872231245,78683.58034467697,2.533358,-0.07600074,0.020307923959999995,43775,65,8271,73.88652,-0.007364502
4.85,79.99049620245836,0.0021748887,0.8881581351161003,79202.83623576164,2.6425936,-0.07927781,0.018764426710000004,44030,42,8313,147.22327,-0.011725765
5.5,77.81121680180809,0.00178953,0.8813553005456924,79726.88083958626,2.7387257,-0.08216176,0.030941302010000005,44281,47,8360,151.37292,-0.0069956165
4.86,78.37971996242929,0.0016597041,0.8517683446407318,80324.34197235107,2.7411926,-0.082235776,0.030159087260000005,44542,58,8418,238.25986,-0.0059683155
3.92,83.84895983286688,0.0027018236,0.9992248389171436,81091.7789170742,2.5676785,-0.07703035,0.01627662493,44797,67,8485,1.3355604,-0.0132739395
4.01,77.13221443387411,0.0023877765,0.9650467187166214,81772.81567454338,2.6474426,-0.07942328,0.02723033568,45055,62,8547,55.620506,-0.00589055
4.1,80.66818583852879,0.0010241707,0.9236913397908211,82453.74000906944,2.6371632,-0.079114884,0.03576196527,45311,65,8612,133.34816,-0.007315377
4.16,81.13141960148977,0.0013209905,0.8924797996878624,83137.05769324303,2.6651025,-0.079953074,0.0200394666,45567,57,8669,172.16615,-0.005019758
5.35,82.89275110825241,0.0011315009,0.9023668020963669,83622.32470273972,2.7097168,-0.081291504,0.02319650844,45823,38,8707,134.79588,-0.009733984
5.05,81.9551879995616,0.0008599848,0.9590351805090904,84366.26398062706,2.7291803,-0.08187541,0.01736297128,46076,63,8770,69.22847,-0.003666223
4.37,79.83328197139559,0.00045173743,0.9810074605047703,85040.63534474373,2.7031572,-0.08109471,0.015382051049999996,46335,55,8825,27.847786,-0.0043094307
4.15,79.0115014938985,0.00057680486,0.9923946005292237,85818.75137782097,2.669077,-0.080072306,0.009788065230000002,46592,68,8893,12.478264,-0.0034132116
4.21,82.34436742236291,0.0003221348,0.9682347513735294,86534.42859530449,2.6469762,-0.07940929,0.01285425896,46848,58,8951,50.123386,-0.0028155688
4.04,80.29443044970395,0.0004280792,0.9623870737850666,87255.8348827362,2.6760578,-0.080281734,0.021170467260000003,47104,68,9019,63.43476,-0.0040281117
4.1,79.6814168086812,0.00040712132,0.9529851675033569,87947.04054236412,2.7048507,-0.08114552,0.018132826829999997,47359,58,9077,80.92494,-0.0043365937
3.98,78.77972619231514,0.0005076806,0.982801990583539,88673.95771312714,2.6745143,-0.08023543,0.00956191359,47610,65,9142,27.818457,-0.0034617782
4.36,75.79922201161284,0.000969531,0.8738737404346466,89299.75126886368,2.712763,-0.081382886,0.02277055271,47866,57,9199,185.93985,-0.0047604144
4.37,78.38503153218487,0.00045873242,0.9757277313619852,90072.02702212334,2.7019377,-0.08105813,0.026309115869999997,48128,60,9259,35.20254,-0.0027209371
4.36,78.1434375237862,0.00017940914,0.9518106132745743,90709.67527079582,2.6777134,-0.0803314,0.019545120920000002,48382,58,9317,78.469696,-0.003307471
4.14,80.02215353104201,0.00020355238,0.9791135136038065,91438.1562795639,2.6896577,-0.080689736,0.007953125189999998,48639,62,9379,33.45043,-0.0020146016
4.01,81.86558285193358,0.00017549504,0.9845784148201346,92208.75527143478,2.646008,-0.079380244,0.016853485340000002,48895,65,9444,26.760113,-0.0016808733
4.35,85.52146587757157,0.00018265122,0.9850540421903133,92913.87025165558,2.7077463,-0.081232384,0.013019309870000002,49150,54,9498,22.092415,-0.0024045706
4.31,85.16877947077955,0.000276872,0.9985612567979842,93651.55143809319,2.6321583,-0.07896474,0.013892537540000001,49402,60,9558,2.4685826,-0.0036869105
4.25,84.73314341244692,7.438233e-05,0.9188443273305893,94320.57720756531,2.657465,-0.07972395,0.022595542349999994,49660,59,9617,135.30833,-0.0022998396
4.66,75.99320333757082,3.6772195e-05,0.9234474673867226,94980.87908101082,2.5845563,-0.07753669,0.019284274919999997,49917,50,9667,98.44752,-0.0008151438
4.79,73.58182168944646,2.333009e-05,0.9327036961913109,95561.84356880188,2.631668,-0.07895004,0.028735162509999995,50168,55,9722,92.068565,-0.00078210514
4.71,77.65040869242158,3.585296e-05,0.9271941408514977,96163.99516248703,2.5942218,-0.07782666,0.02942999247,50430,56,9778,107.27254,-0.0006261505
4.89,82.68411703711428,1.541667e-05,0.9318800047039986,96799.85017251968,2.5530891,-0.07659267,0.020716951400000003,50688,50,9828,99.21745,-0.00075542927
5.37,79.98474099690885,1.1335076e-05,0.872196763753891,97338.11449623108,2.5517066,-0.07655119,0.026462727439999997,50942,45,9873,154.0037,-0.0008706227
4.74,79.11895260665271,7.020961e-06,0.9827287215739489,98086.0738453865,2.6511393,-0.07953417,0.022942032639999995,51198,64,9937,28.585556,-0.0004449077
4.86,80.68777703429569,2.8949576e-06,0.9070158079266548,98526.50597214699,2.4603906,-0.07381172,0.018414558900000003,51455,42,9979,149.78055,-0.0005907938
5.41,81.41766032728374,1.9395029e-07,0.9199570268392563,99089.80903577805,2.5656743,-0.076970235,0.024746204840000004,51711,50,10029,115.38749,-7.754564e-05
